InstanceID,MaritalStatus,ApplicationMode,Course,DaytimeEveningAttendance,ApplicationOrder,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,PreviousQualificationGrade,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,International,AgeAtEnrollment,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Class
Student_02451,1,1,171,1,1,1,1,1,38,5,9,130.0,118.1,0,0,1,0,1,0,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
Student_02452,1,39,9003,1,1,1,1,1,3,9,10,100.0,120.0,0,0,1,0,1,0,0,44,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,0
Student_02453,1,1,9085,1,1,1,1,1,1,9,NA,142.0,127.7,1,0,0,1,1,0,0,19,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,2
Student_02454,1,15,171,1,1,1,26,1,1,2,9,130.0,130.0,0,0,0,1,1,0,1,21,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,1
Student_02455,1,18,9119,1,1,1,1,3,19,3,5,148.0,147.7,0,0,0,1,1,1,0,18,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Student_02456,1,44,9003,1,1,39,1,19,19,5,5,170.0,170.0,1,0,0,1,1,0,0,20,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,2
Student_02457,1,39,9070,1,1,1,1,37,37,7,7,110.0,110.2,0,0,0,1,1,0,0,55,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,2
Student_02458,1,1,9147,1,1,1,1,19,37,4,NA,166.0,146.4,0,0,0,1,1,0,0,27,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,1
Student_02459,1,17,9119,1,2,1,1,12,19,5,5,135.0,121.0,0,0,0,1,1,0,0,19,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,0
Student_02460,1,1,9147,1,1,1,1,19,37,9,9,133.0,129.9,0,0,0,1,1,0,0,18,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,2
Student_02461,2,39,9773,1,1,1,1,37,37,7,4,NA,132.0,0,0,0,1,1,0,0,43,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,0
Student_02462,1,18,9254,1,3,1,1,19,19,9,6,121.0,125.9,1,0,0,1,1,0,0,18,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,0
Student_02463,1,1,171,1,1,1,1,3,3,2,2,159.0,165.7,1,0,0,1,1,0,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
Student_02464,1,17,9254,1,5,1,1,37,38,9,9,130.0,122.7,1,0,1,1,1,1,0,20,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,0
Student_02465,2,39,9991,0,1,1,1,37,19,9,9,121.0,141.4,0,0,1,0,1,0,0,29,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,0
Student_02466,1,39,9130,1,1,19,1,37,37,9,10,NA,156.4,1,0,1,1,1,0,0,44,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,0
Student_02467,1,1,9119,1,1,1,1,37,37,9,9,146.0,148.5,1,0,0,1,1,0,0,18,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,1
Student_02468,1,44,9003,1,1,39,1,37,37,9,1,140.0,140.0,0,0,0,1,1,1,0,20,0,6,11,5,13.833333333333334,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,1
Student_02469,1,43,9070,1,1,1,1,38,37,8,7,125.0,131.7,1,0,0,1,1,0,0,20,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,12.4,0.5,1.79,0
Student_02470,2,39,9147,1,2,1,1,37,37,9,9,120.0,104.7,1,0,0,1,1,0,0,36,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0
Student_02471,1,44,9130,1,1,39,1,5,1,2,5,150.0,150.0,1,0,0,1,1,0,0,19,1,6,13,5,11.6,0,1,6,12,2,NA,0,13.9,-0.3,0.79,1
Student_02472,2,39,9085,1,1,19,1,37,37,90,90,110.0,110.0,0,0,0,0,1,0,0,29,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
Student_02473,1,1,9670,1,1,1,1,1,1,9,9,120.0,129.1,1,0,0,1,1,0,0,18,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,10.8,1.4,1.74,0
Student_02474,1,39,9003,1,1,1,1,1,1,1,6,133.1,120.0,0,0,0,0,1,0,0,24,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,0
Student_02475,1,1,9773,1,1,1,1,3,19,2,5,133.1,127.0,0,0,0,1,1,0,0,20,0,6,6,6,14.333333333333334,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,2
Student_02476,2,39,8014,0,1,19,1,19,37,9,9,133.1,151.5,0,0,1,0,1,0,0,45,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,0
Student_02477,1,43,9500,1,2,1,1,38,37,4,4,130.0,126.8,1,0,0,1,1,1,0,28,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,NA,2
Student_02478,1,1,9254,1,1,1,1,19,38,9,9,160.0,140.8,1,0,0,1,1,0,0,23,0,6,8,6,12.666666666666666,0,0,6,10,5,12.2,0,7.6,2.6,0.32,1
Student_02479,1,1,9500,1,1,1,1,1,19,4,NA,128.0,125.6,1,0,0,1,1,0,0,18,0,7,7,7,12.444285714285714,0,0,8,11,7,11.347142857142858,0,12.4,0.5,1.79,2
Student_02480,1,1,9147,1,2,1,1,19,19,9,4,140.0,127.8,1,0,0,1,1,0,0,23,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,9.4,-0.8,-3.12,0
Student_02481,1,43,171,1,1,1,1,3,3,2,2,120.0,120.0,1,0,0,1,1,0,0,22,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1
Student_02482,1,1,9070,1,1,1,1,19,19,5,5,140.0,131.3,0,0,0,1,1,1,0,22,1,6,6,6,12.666666666666666,0,1,6,6,5,12.4,0,12.4,0.5,1.79,2
Student_02483,1,39,9991,0,1,12,1,37,38,5,5,120.0,155.7,0,0,0,1,1,0,0,33,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,2
Student_02484,1,53,9003,1,1,42,1,1,38,9,6,130.0,128.5,0,0,0,1,1,0,0,21,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,8.9,1.4,3.51,2
Student_02485,2,39,9147,1,1,1,1,37,37,9,5,100.0,170.0,0,0,0,1,1,0,0,45,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,2
Student_02486,2,39,9003,1,1,1,1,37,37,9,9,133.1,100.0,0,0,0,0,1,0,0,44,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,0
Student_02487,4,39,9670,1,1,1,1,19,19,90,99,110.0,107.2,0,0,0,1,1,0,0,42,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
Student_02488,1,18,9147,1,1,1,1,19,1,9,7,147.0,139.3,1,0,0,1,1,0,0,20,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,0
Student_02489,1,17,9147,1,6,1,1,19,38,5,6,133.0,123.2,1,0,0,1,1,0,0,20,0,5,7,3,12.666666666666666,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,1
Student_02490,1,1,9254,1,2,1,1,1,38,2,8,NA,122.3,1,0,0,1,1,1,0,20,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,2
Student_02491,1,17,9773,1,2,1,1,1,1,4,4,124.0,127.9,1,0,0,1,1,0,0,20,0,6,11,3,13.666666666666666,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,1
Student_02492,1,1,9147,1,2,1,1,1,1,9,6,128.0,120.3,0,0,0,1,1,0,0,19,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,1
Student_02493,1,51,8014,0,1,1,1,1,1,4,4,120.0,128.5,0,0,1,0,1,0,0,26,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,0
Student_02494,2,39,9003,1,1,1,1,37,37,8,7,133.1,150.0,0,0,0,1,1,0,0,31,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,2
Student_02495,1,1,9773,1,1,1,1,1,19,9,9,142.0,136.1,0,0,1,1,1,1,0,19,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,2
Student_02496,1,39,9773,1,1,19,1,37,37,0,0,100.0,128.0,1,0,0,1,1,0,0,28,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,2
Student_02497,1,1,171,1,1,1,1,19,37,9,9,149.0,158.1,1,0,0,1,1,1,0,20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,2
Student_02498,2,1,8014,0,2,1,1,37,1,9,10,110.0,108.7,1,0,0,1,0,0,0,43,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,2
Student_02499,1,39,171,1,1,19,101,1,19,2,7,133.1,110.0,0,0,0,1,1,1,1,25,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
Student_02500,1,39,9238,1,1,19,1,37,37,9,9,133.1,120.0,0,1,1,1,0,0,0,40,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,0
Student_02501,1,44,9085,1,1,39,6,5,4,1,1,150.0,150.0,0,0,0,1,NA,0,1,20,2,6,7,6,13.333333333333334,0,1,6,16,5,13.375,0,12.4,0.5,1.79,2
Student_02502,2,39,8014,0,1,12,1,37,37,9,1,133.1,113.0,0,0,0,1,0,0,0,46,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,2
Student_02503,1,51,33,1,1,1,1,19,37,5,7,121.0,118.6,0,0,0,1,0,0,0,26,14,21,23,20,13.181818181818182,0,10,14,18,14,11.642857142857142,0,8.9,1.4,3.51,2
Student_02504,2,39,9500,1,1,1,1,3,1,5,5,133.1,148.8,0,0,0,1,0,1,0,34,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,12.4,0.5,1.79,2
Student_02505,1,18,9853,1,3,1,1,38,37,9,5,122.0,120.3,1,0,0,1,0,0,0,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
Student_02506,1,1,9500,1,6,1,1,19,19,9,9,143.0,127.0,1,0,0,1,0,1,0,18,0,8,8,7,13.585714285714284,0,0,8,8,7,13.585714285714284,0,12.7,3.7,-1.7,2
Student_02507,1,1,9556,1,1,1,1,19,19,4,9,123.0,113.8,1,0,0,1,0,0,0,18,0,7,9,7,11.155555555555557,0,0,8,10,8,11.425,0,12.7,3.7,-1.7,2
Student_02508,1,39,8014,0,1,1,1,38,37,9,7,120.0,108.0,0,0,0,1,1,1,0,37,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,2
Student_02509,1,17,171,1,1,1,1,19,38,9,7,114.0,129.1,0,0,0,1,1,1,0,23,0,0,0,0,0.0,0,0,0,0,0,0.0,0,NA,-0.8,-3.12,2
Student_02510,1,43,9070,1,1,1,1,19,38,9,7,114.0,135.9,0,0,0,1,1,0,0,26,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,15.5,2.8,-4.06,2
Student_02511,1,10,9773,1,2,1,22,19,38,3,5,154.4,154.4,1,0,0,0,0,0,1,18,0,6,8,5,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
Student_02512,1,15,9500,1,1,1,108,3,2,122,4,190.0,190.0,1,0,0,1,0,0,1,18,0,7,15,4,11.575,0,0,7,10,5,12.419999999999998,0,NA,0.5,1.79,1
Student_02513,1,17,9500,1,4,1,1,3,3,2,2,136.0,132.5,1,0,0,1,0,0,0,19,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,2
Student_02514,1,10,9085,1,2,1,22,19,1,4,9,163.3,163.3,0,0,0,1,0,0,1,18,0,6,10,6,13.5,0,0,6,12,6,12.0,0,12.4,0.5,1.79,2
Student_02515,1,1,9670,1,1,1,1,1,3,4,3,126.0,122.5,1,0,0,1,0,0,0,19,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,8.9,1.4,3.51,0
Student_02516,1,17,9119,1,4,1,62,1,1,191,171,122.0,121.0,1,0,0,1,1,0,1,20,0,5,10,4,14.25,0,0,5,14,1,10.0,0,8.9,1.4,3.51,1
Student_02517,1,17,9070,1,1,1,1,1,1,1,5,137.0,131.8,0,0,0,1,0,1,0,22,0,6,7,6,12.166666666666666,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,2
Student_02518,1,1,9500,1,3,1,1,19,1,9,5,139.0,135.0,1,0,0,1,0,1,0,18,0,8,8,7,12.214285714285714,0,0,8,8,7,12.214285714285714,0,12.7,3.7,-1.7,2
Student_02519,1,17,9254,1,1,1,1,19,39,5,4,142.0,141.7,0,0,0,1,0,1,0,18,0,6,8,6,12.666666666666666,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,2
Student_02520,1,1,9773,1,3,NA,1,38,38,5,5,133.1,131.3,1,0,0,1,0,1,0,18,0,6,7,6,12.285714285714286,0,0,6,6,6,13.5,0,8.9,1.4,3.51,2
Student_02521,1,1,9254,1,6,1,1,38,37,5,7,126.0,123.9,1,0,0,1,0,1,0,18,0,6,7,6,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,2
Student_02522,1,1,9254,1,2,1,1,4,3,7,4,131.0,126.1,1,0,0,1,0,0,0,18,0,6,8,6,12.142857142857142,0,0,6,6,6,11.166666666666666,0,8.9,1.4,3.51,2
Student_02523,1,17,9500,1,6,1,1,1,19,7,7,131.0,126.5,1,0,0,1,0,1,0,19,0,7,8,7,13.875714285714285,0,0,8,9,7,13.085714285714284,0,11.1,0.6,2.02,2
Student_02524,1,17,9853,1,1,1,1,19,1,5,5,108.0,107.3,0,0,0,1,0,0,0,20,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
Student_02525,1,17,9238,1,4,1,1,1,19,9,5,133.1,95.0,1,0,0,1,0,1,0,19,0,6,12,6,11.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,0
Student_02526,1,1,9085,1,2,1,1,3,1,4,7,122.0,116.1,1,0,0,NA,0,0,0,18,0,6,13,6,13.153846153846152,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,2
Student_02527,1,1,9070,1,4,1,1,1,1,9,7,143.0,134.6,1,0,0,1,0,1,0,18,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,0
Student_02528,1,17,9500,1,6,1,1,19,19,7,7,135.0,128.0,1,0,0,1,0,1,0,18,0,7,7,7,14.44142857142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,2
Student_02529,1,17,9773,1,2,1,1,3,38,2,6,148.0,144.2,1,0,0,1,0,0,0,18,0,6,6,6,15.166666666666666,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,2
Student_02530,1,17,9147,1,1,1,1,19,38,4,8,134.0,129.5,0,0,0,1,0,1,0,18,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74,2
Student_02531,1,17,9773,1,1,1,1,1,1,4,7,122.0,116.8,1,0,1,1,0,0,0,18,0,6,6,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,16.2,0.3,-0.92,2
Student_02532,1,44,9003,1,1,39,1,37,38,9,6,160.0,160.0,0,0,0,1,0,1,0,20,0,6,8,6,12.625,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,2
Student_02533,1,16,9238,1,2,1,1,38,37,3,5,126.0,127.1,1,0,0,1,0,1,0,19,0,6,14,3,12.666666666666666,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,2
Student_02534,1,17,9130,1,1,1,1,2,19,2,6,NA,126.3,1,0,0,1,0,1,0,18,0,6,7,6,12.833333333333334,1,0,6,8,6,13.0,0,8.9,1.4,3.51,1
Student_02535,1,1,9238,1,1,1,1,38,38,8,7,115.0,112.9,1,0,0,1,0,1,0,19,0,6,7,6,11.857142857142858,0,0,6,8,6,13.142857142857142,0,12.4,0.5,1.79,2
Student_02536,1,17,9853,1,2,1,1,3,1,1,5,141.0,130.2,1,0,0,1,0,0,0,19,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,1
Student_02537,1,43,9130,1,1,1,41,3,4,3,2,100.0,100.0,0,0,0,1,0,0,1,19,0,5,10,5,14.857142857142858,2,0,5,7,5,15.142857142857142,0,9.4,-0.8,-3.12,1
Student_02538,1,1,9670,1,1,1,1,19,19,7,7,130.0,121.6,0,0,0,1,0,0,0,19,0,6,7,6,14.714285714285714,0,0,6,6,6,15.833333333333334,0,12.4,0.5,1.79,2
Student_02539,1,15,9670,1,1,1,26,42,1,2,7,130.0,130.0,0,1,1,1,0,0,1,20,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,2
Student_02540,1,18,9130,1,1,1,1,38,19,9,5,135.0,121.7,1,0,0,1,0,1,0,18,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,2
Student_02541,1,7,9147,1,1,3,1,1,39,4,7,120.0,120.0,0,0,0,1,0,0,0,33,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,0
Student_02542,1,1,9853,1,1,1,1,19,19,4,5,148.0,143.5,0,0,0,1,0,1,0,19,0,7,8,6,12.833333333333334,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
Student_02543,1,17,9556,1,2,1,1,1,1,9,9,NA,128.3,0,0,0,1,0,1,0,18,0,7,7,7,13.428571428571429,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,2
Student_02544,1,17,9070,1,1,1,1,19,1,4,3,108.0,111.9,0,0,0,1,0,0,0,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
Student_02545,1,44,9003,1,1,39,1,38,38,6,3,140.0,140.0,0,0,0,1,0,0,0,19,0,6,18,3,11.666666666666666,0,0,6,14,4,11.5,0,15.5,2.8,-4.06,1
Student_02546,1,1,9773,1,3,1,1,3,1,2,8,153.0,137.6,1,0,0,1,0,0,0,18,0,6,6,6,16.0,0,0,6,7,6,14.333333333333334,0,12.4,0.5,1.79,2
Student_02547,1,1,9238,1,1,1,1,19,19,9,5,135.0,135.0,1,0,0,1,0,0,0,20,0,6,6,6,13.833333333333334,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,2
Student_02548,1,1,9500,1,5,1,1,19,37,7,7,146.0,133.8,1,0,0,1,0,0,0,19,0,8,9,8,13.2325,1,0,8,9,8,13.2325,1,9.4,-0.8,-3.12,2
Student_02549,1,1,9773,1,2,1,1,19,19,9,9,130.0,126.9,1,0,0,1,1,1,0,18,0,6,6,6,14.0,0,0,6,6,6,NA,0,9.4,-0.8,-3.12,2
Student_02550,1,17,9254,1,2,1,1,1,2,5,3,113.0,106.7,1,0,1,1,1,1,0,19,0,6,14,2,10.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
Student_02551,1,43,8014,0,1,1,22,37,37,9,9,145.7,145.7,1,0,0,1,0,0,1,25,8,16,16,15,13.333333333333334,0,11,13,13,11,12.272727272727272,0,13.9,-0.3,0.79,2
Student_02552,1,17,9070,1,3,1,1,3,3,4,4,145.0,153.1,1,0,0,1,0,1,0,20,0,6,6,6,12.5,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,1
Student_02553,1,1,8014,0,1,1,1,38,37,5,5,126.0,118.7,0,0,0,1,0,0,0,19,0,6,6,6,12.5,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,2
Student_02554,1,17,9991,0,1,NA,1,34,34,0,0,160.0,161.8,1,0,1,1,1,0,0,33,0,5,8,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Student_02555,1,18,9119,1,4,1,1,19,38,194,175,134.0,124.9,1,0,1,1,1,0,0,18,0,5,11,3,10.666666666666666,0,0,5,9,3,11.333333333333334,0,8.9,1.4,3.51,1
Student_02556,1,1,9119,1,1,1,1,19,37,5,8,163.0,150.8,1,0,0,1,1,0,0,18,0,5,9,4,10.5,0,0,5,11,2,NA,3,7.6,2.6,0.32,1
Student_02557,1,15,9147,1,1,1,26,1,1,2,3,130.0,130.0,0,0,0,1,0,0,1,19,0,5,10,4,12.0,0,0,5,6,5,11.4,0,11.1,0.6,2.02,2
Student_02558,1,1,171,1,2,1,1,3,3,2,2,165.0,163.6,1,0,0,1,0,0,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1
Student_02559,1,43,9147,1,1,1,1,38,19,141,171,142.0,115.0,0,0,0,1,0,0,0,19,0,5,11,5,11.5,0,0,5,9,2,10.666666666666666,0,13.9,-0.3,0.79,1
Student_02560,1,1,9773,1,1,1,1,19,1,5,10,156.0,136.8,1,0,0,1,0,0,0,18,0,6,6,6,14.0,0,0,6,6,6,13.5,0,11.1,0.6,2.02,0
Student_02561,1,17,9853,1,5,1,1,3,19,2,7,141.0,130.9,1,0,0,1,0,0,0,18,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,2
Student_02562,1,1,9500,1,3,1,1,19,37,7,7,143.0,127.0,1,0,0,1,0,0,0,18,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,9.4,-0.8,-3.12,2
Student_02563,2,39,9500,1,1,19,1,38,38,2,10,133.1,120.0,0,0,0,1,0,0,0,37,0,7,9,2,10.75,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,0
Student_02564,1,1,9238,1,1,1,1,38,1,2,4,133.0,126.0,0,0,0,1,0,0,0,20,0,6,11,1,12.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,1
Student_02565,1,1,9254,1,1,1,41,37,37,5,5,172.0,153.8,1,0,0,1,0,1,1,20,0,6,6,6,14.0,0,0,6,6,6,13.333333333333334,0,10.8,1.4,1.74,2
Student_02566,1,15,9238,1,1,1,26,19,19,9,6,140.0,140.0,0,0,0,1,1,0,1,21,0,6,7,6,12.333333333333334,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,2
Student_02567,1,17,9500,1,1,1,1,38,1,5,4,142.0,136.6,0,0,0,1,0,1,0,18,0,7,7,7,13.464285714285714,0,0,8,9,8,14.788888888888888,0,12.4,0.5,1.79,2
Student_02568,1,39,8014,0,1,1,1,19,1,9,8,140.0,105.0,0,0,0,1,0,0,0,26,0,6,14,3,10.666666666666666,1,0,6,9,5,11.2,0,15.5,2.8,-4.06,1
Student_02569,1,39,9147,1,1,12,1,37,37,9,7,133.1,139.4,0,0,1,1,0,0,0,41,0,5,6,5,11.6,0,0,5,8,5,12.2,0,7.6,2.6,0.32,1
Student_02570,1,1,9773,1,2,1,1,NA,1,3,9,148.0,140.0,1,0,0,1,NA,1,0,18,0,6,6,6,13.666666666666666,0,0,6,6,6,14.666666666666666,0,16.2,0.3,-0.92,2
Student_02571,1,1,9500,1,4,1,1,19,37,9,7,137.0,130.8,0,0,1,1,0,0,0,18,0,8,9,8,14.4025,1,0,8,9,8,14.4025,1,9.4,-0.8,-3.12,2
Student_02572,1,1,9500,1,1,1,1,38,38,9,9,NA,138.8,1,0,0,1,0,0,0,31,0,7,9,7,15.46875,0,0,8,8,8,16.3875,0,11.1,0.6,2.02,2
Student_02573,1,1,9238,1,1,1,1,1,1,4,10,133.1,110.0,0,0,1,1,0,0,0,23,0,6,8,6,12.625,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,2
Student_02574,1,1,9500,1,4,1,1,37,19,9,NA,138.0,127.8,1,0,0,1,0,0,0,19,0,7,7,6,14.983333333333334,0,0,7,7,6,14.983333333333334,0,7.6,2.6,0.32,2
Student_02575,1,16,9773,1,3,1,1,37,38,4,9,138.0,134.2,1,0,0,1,0,1,0,20,0,6,6,6,15.0,0,0,6,6,6,13.0,0,11.1,0.6,2.02,2
Student_02576,2,39,8014,0,1,1,1,37,37,7,5,150.0,143.0,0,0,0,1,0,0,0,40,5,9,9,9,15.88888888888889,0,3,7,7,7,14.142857142857142,0,12.7,3.7,-1.7,2
Student_02577,1,44,9085,1,1,39,1,37,37,9,9,120.0,120.0,1,0,1,1,0,0,0,32,0,6,14,4,11.5,0,0,6,14,3,11.0,0,16.2,0.3,-0.92,0
Student_02578,1,NA,9254,1,4,1,1,37,37,9,7,110.0,113.2,1,0,0,1,0,0,0,24,0,6,14,2,10.5,0,0,6,11,1,10.0,0,10.8,1.4,1.74,0
Student_02579,1,17,9500,1,4,1,1,19,37,5,8,146.0,135.8,1,0,0,1,0,0,0,18,0,7,7,6,13.983333333333334,0,0,7,7,6,13.983333333333334,0,7.6,2.6,0.32,2
Student_02580,1,1,9238,1,1,1,1,37,37,9,9,148.0,143.5,0,0,0,1,0,0,0,18,0,6,6,6,13.0,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,2
Student_02581,1,1,9238,1,1,1,1,19,37,4,7,145.0,148.9,1,0,0,1,0,1,0,18,0,6,6,6,13.666666666666666,0,0,6,6,6,13.0,0,10.8,1.4,1.74,2
Student_02582,1,39,9003,1,1,1,1,38,38,4,7,133.1,115.6,1,0,0,0,0,0,0,27,0,6,8,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0
Student_02583,1,1,9147,1,1,1,1,38,37,9,5,160.0,159.3,0,0,0,1,0,0,0,18,0,5,5,5,14.4,0,0,5,5,5,15.4,0,7.6,2.6,0.32,2
Student_02584,1,39,9991,0,1,1,1,19,37,9,8,150.0,138.5,0,0,0,1,0,0,0,26,0,5,10,4,12.0,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,1
Student_02585,1,NA,9853,1,1,1,1,19,12,9,4,130.0,133.2,1,0,0,1,0,0,0,19,0,6,6,6,14.166666666666666,0,0,6,7,6,13.666666666666666,0,7.6,2.6,NA,2
Student_02586,1,17,8014,0,2,1,1,37,34,0,0,120.0,117.6,1,0,0,1,0,0,0,19,0,6,8,5,12.2,0,0,6,7,6,12.0,0,7.6,2.6,0.32,2
Student_02587,1,18,9147,1,2,1,1,1,37,5,5,115.0,108.7,1,0,0,1,0,0,0,21,0,5,8,3,12.0,1,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,1
Student_02588,1,1,9147,1,4,1,1,1,19,4,6,133.1,106.0,1,0,0,1,0,0,0,24,0,5,11,2,10.5,0,0,5,14,1,11.0,0,12.7,3.7,-1.7,1
